ORF	WT1A	WT1B	WT2A	WT2B	HS1A	HS1B
NCU08119	35	38.7	38.6	42	42.1	34.5
NCU08120	33.5	32.7	38	33.5	15.1	51.3
NCU08121	8.7	10.9	9.9	10.6	9.3	15.5
NCU08123	0.6	0.3	0	2.6	1.4	1.4
NCU08124	5.4	4.1	4.9	4.7	3.4	3.1
NCU08125	0.5	1	1.5	0.9	0.5	1.1
NCU08126	4.5	4.9	6	4.5	2.9	3.5
NCU08127	32.7	34.1	63.9	71	56.3	93.9
NCU08128	0.2	0.1	0.2	0.1	0	0
NCU08130	536.3	517.7	422.1	353.5	365.6	182.8
NCU08131	543.8	530.7	413.9	697.3	440.4	700.4
NCU08132	58.4	63.6	79.6	81.7	58.2	89.5
NCU08133	124.1	123.1	100.7	93.6	81.7	107.9
NCU08134	6.1	5.9	9	9.8	8.7	15
NCU08135	10.6	10.7	14.4	13.6	11.8	15.4
NCU08136	3.5	3.2	7.5	7.1	8.1	5.5
NCU08137	256.4	265.7	281.7	338.8	256.8	279.8
NCU08138	16.9	11.4	19	17.4	18.2	23.8
NCU08140	1.5	0.3	0	2.5	0.7	3.1
NCU08141	12.7	16.4	18.9	10.2	17.3	16.1
NCU08145	2.8	2.8	4.7	3.6	2.4	3.6
NCU08146	8.3	8.2	33.8	38.5	17.3	34.8
NCU08147	7.3	8.7	31.3	38	25.5	12.1
NCU08148	88.7	82.1	98.5	97.8	55.2	122.8
NCU08149	1.1	1.6	0	0	0	2.3
NCU08150	17.5	22.6	18.7	15.9	32.3	22.2
NCU08151	8	8.5	7.4	6.6	8.4	8.9
NCU08152	0.2	0.1	0	0.3	0.2	0
NCU08153	0.2	0	0.4	0.1	0	0.3
NCU08154	1.2	2.5	0.7	0.3	1	0.4
NCU08155	32.3	29.4	25.9	29.6	80	56.5
NCU08156	0.5	0.4	0	0.2	1.2	1.3
NCU08157	7.7	7.4	11	11.8	12	9.9
NCU08158	12.2	10.8	16.1	17.1	13.3	18.4
NCU08159	26.9	29.7	32	37	37.9	43.5
NCU08161	16.5	18.1	18	20.9	9.5	12.9
NCU08162	401.3	402.7	459.7	402.8	1455.2	671.6
NCU08163	41.1	34.7	26.9	20	84	26.1
NCU08164	34.6	34	18.9	30.8	38.8	20.8
NCU08165	0.5	0.3	0.4	0.2	0.2	0
NCU08166	9.5	9.3	1.9	4.7	2.5	2.1
NCU08167	49.7	52	26.2	32	33.6	18.1
NCU08168	0.5	0	0	0.4	0.5	0
NCU08169	56.7	69.9	65.1	68.3	42.9	55.9
NCU08170	0.2	0.6	0	0	0.2	0
NCU08171	1130.1	1187.9	99.4	104.4	103.4	120.3
NCU08172	0.8	1.1	0.6	0.4	0.3	0
NCU08173	2.6	2.3	0.4	0.2	0.7	0.5
NCU08174	4.9	7.7	8.2	8.3	17.3	6.1
NCU08175	0	0.1	0.2	0	0.2	0.2
NCU08176	0	0.6	2.7	2.5	2.5	1.6
NCU08177	8.2	7.5	9.5	11.4	9.6	6.2
NCU08178	0.5	0.2	1.2	1.6	1.1	4.4
NCU08179	1	0.3	0	0	0.2	0
NCU08180	0	0.1	0.1	0	0	0.2
NCU08182	1.2	0.2	0	0	0.6	0.7
NCU08183	142.9	144.8	224.3	227	773.2	499.5
NCU08184	0	0.2	0.7	1.8	0	0
NCU08185	1.7	2.3	2.9	6.6	2.6	1.8
NCU08186	1.7	0.5	0.4	0.4	0	0
NCU08187	0	0.2	0	0	0	0
NCU08188	0.2	0.3	0	0.4	0	0.2
NCU08189	0	0.6	0.2	0	0	0.3
NCU08190	5.4	6.1	10.7	5.5	10.6	3.9
NCU08191	0	0.3	3.6	1.6	2.5	0.4
NCU08192	0	0	0.8	0	0	0
NCU08193	108.1	107.6	146.4	157.5	57.3	116.3
NCU08194	12.8	13.5	10.1	14.9	6.4	9.4
NCU08195	257.3	253.9	217.6	206.1	652.2	389.7
NCU08197	0.2	0.4	0.1	0	0.4	0.3
NCU08199	1.8	1.3	0.4	0.2	0.2	0.4
NCU08200	0	0.3	0.7	0	0	0
NCU08204	0.2	0.1	0.1	0	0	0.2
NCU08206	0	0	0	0	0.3	0
NCU08207	0.4	0	0	0.4	0	0
NCU08208	0	0.2	0	0	0	0
NCU08209	0	0	0.4	0	0	0
NCU08210	0	0.1	0	0	0.4	0
NCU08211	0.2	0.2	0	0	0	0
NCU08212	0	0.3	0	0	0	0
NCU08213	0.5	1.3	0	0	0.5	0
NCU08216	165.6	162.4	223.8	235.2	197	416.1
NCU08217	41.1	37.9	52	61.6	24.9	55.9
NCU08218	30.2	29.5	29.7	32.3	18.1	27.8
NCU08219	0.5	0	0	0.4	0.9	0
NCU08220	0.4	0	0	0	0	0
NCU08221	0.4	0.1	0	0	0	0
NCU08222	0	0.1	0	0	0	0
NCU08223	5.7	3.3	0	0	0.2	0
NCU08224	34.8	43.2	5.4	5.1	1.9	2.1
NCU08225	77.9	91	73.7	58.3	37.2	27.5
NCU08226	62.1	61.7	22.4	26.6	21.8	25.7
NCU08227	56	53.8	29.1	27.4	22.1	21.5
NCU08228	117.1	117.3	52	88.4	66.3	80
NCU08229	108.3	110.5	245	313.7	471.4	310.2
NCU08230	26.6	26.3	6	3.6	7.8	1.9
NCU08231	62.6	57	33.4	27	33.8	26.2
NCU08232	60	58.1	19	16.2	19.2	11.3
NCU08233	0.8	0.2	0.4	0	0	0
NCU08234	0	0.2	0	0.2	0	0.3
NCU08235	0.1	0	0.3	0	0.3	0
NCU08236	0.7	0.3	0	0.1	0.4	0.2
NCU08237	0	0	0	0	0	0
NCU08238	0	0.1	0	0	0.2	0
NCU08239	0.7	2.1	0	0	0.7	1.5
NCU08240	0	0	0	0	0	0
NCU08241	0	0	0	0.8	0	0.4
NCU08242	0	0.1	0	0	0	0
NCU08243	0.3	0.3	0	0	0	0.4
NCU08244	0	0.1	0	0	0	0.5
NCU08245	0	0.3	0	0.2	0.2	0
NCU08246	0	0	0	0	0	0.6
NCU08247	0	0.3	0	0	0	0
NCU08248	0	0.5	0	0	0	0
NCU08249	0	0.2	1.1	0	0	0
NCU08250	1.1	4	1	1.5	3.8	2.4
NCU08251	0	0.3	0	0	0	0
NCU08252	0	0	0	0	0	0
NCU08253	0	0.1	0	0	0.2	0
NCU08254	1	0.4	0	0	0	0
NCU08255	0.4	0.2	0	0	0	0
NCU08256	0	0.5	0	0	0	0.8
NCU08257	0	0	0.4	0.3	0	0
NCU08258	0	0	0	0	0	0
NCU08259	0.5	0	0.2	0	0	0
NCU08260	0	0.1	0	0	0	0
NCU08261	0	0.5	0	0	0.3	0
NCU08262	0.3	0	0	0	0	0
NCU08263	0	0.1	0	0.2	0	0.8
NCU08264	0.2	0.3	0.3	0.2	0.4	0
NCU08265	0.3	0.1	0	0	0	0.4
NCU08267	14.6	15.1	14.9	13.1	27.7	28.5
NCU08268	29.9	31.5	23.6	29.8	28.3	21.5
NCU08269	341.2	338.6	192	289.5	202.7	254.1
NCU08270	0.8	1.1	1.2	0.6	0.8	0.5
NCU08271	1.4	1.9	1.6	1	0.8	0.6
NCU08272	38.1	39.7	56.7	55.5	57.5	39.8
NCU08273	75.2	74.6	32.2	29.9	31.1	28.3
NCU08274	17.1	20	25.7	9.8	47.2	13.6
NCU08275	13.5	13.8	9.2	14.5	29.6	74.8
NCU08276	13	14.2	10.7	8.5	14.6	10.7
NCU08277	239.9	225.7	259.3	228.3	370.4	310.2
NCU08278	6.6	8	7.3	6.5	10.8	14.1
NCU08279	4.3	5.4	4.9	5.8	9.4	6.5
NCU08280	140.8	131.1	328.4	478.7	309.9	518.3
NCU08281	29	25.9	14.7	18.1	40.5	10.7
NCU08282	27	22.1	83.2	75.2	97.6	48.8
NCU08283	12.8	12.4	11.7	12.6	13.1	10.5
NCU08287	214.5	217.1	198.5	152.1	159	195.9
NCU08288	71.2	62.8	38.4	48.1	48.4	52.9
NCU08289	5.3	6.5	7.9	7	11.3	8.3
NCU08290	20.4	19.5	31	37.2	38.6	30.2
NCU08291	83.7	78.5	90.9	119.4	98.4	132
NCU08292	20	17.1	15.5	16.7	9.1	18.1
NCU08293	9.8	11.7	9.5	13.3	8.2	9.7
NCU08294	7.7	7.2	4.4	5.9	13.6	6.9
NCU08295	90	84.7	88.2	59.3	94.2	76.8
NCU08296	57.4	55.3	48.6	53.4	50.7	67.7
NCU08297	248.2	253.2	289.5	311	318.2	311.6
NCU08298	11.9	12.5	5.6	7.5	6.9	8
NCU08299	61.7	55.2	68.9	50.1	64.3	75.6
NCU08300	245.6	285.4	226.3	244.6	193.3	191.5
NCU08301	27.2	19.4	24.4	22.5	25.6	24.8
NCU08302	48.8	43.4	46	39.7	41.4	23.2
NCU08303	23.7	28.1	35.1	32.4	39.4	29.6
NCU08305	0.8	0	0	0	0	0
NCU08307	7.3	9.1	13.7	14.4	23.8	19.9
NCU08308	2.1	0.8	1.3	0	0.7	0.7
NCU08309	7.5	6.6	5.3	5.9	6.5	8.5
NCU08310	0.9	1.2	1.3	0.9	0.3	0.6
NCU08311	0	0	0	0	0	0
NCU08312	15.6	16.5	15.5	15.2	17.7	14.4
NCU08313	1.2	3.1	2.4	4.8	4.9	4.6
NCU08314	45.7	40.3	50.9	51.4	51.9	71
NCU08315	1.3	1.4	2.3	2.2	1.9	2
NCU08316	13.4	15.2	34.7	35.7	22.3	32
NCU08317	5.2	6.7	5.6	6.7	5.8	7.2
NCU08318	0	0	0	0	0	0.4
NCU08319	24	22	29.3	45.2	48	187.8
NCU08321	0	0.3	0	0.8	0.9	0
NCU08323	32.8	29.9	28.4	27.6	36.1	43.2
NCU08324	31.9	25.1	17	12.4	30.6	11
NCU08325	2.9	3	3.2	4.5	2.6	17.8
NCU08326	14.3	15	11.6	12.4	12.3	20.6
NCU08328	3.6	3.8	2.8	5.8	7.5	8.7
NCU08329	51.2	54.6	77	65.8	70.5	77
NCU08330	1422.3	1408.9	1584.6	1994.1	1701.1	1110.3
NCU08331	15.8	19	16.7	20.1	24.6	16
NCU08332	6562.7	6426.7	6317.7	6337.3	5620.1	6360.6
NCU08333	42.4	43.9	95	84.5	190.1	74.5
NCU08334	19.9	20.4	21.5	20.4	35.7	20.9
NCU08336	378.6	360.8	442.8	394.4	377.6	382.7
NCU08337	0.5	0	0.2	0.7	0.8	1.6
NCU08338	15.4	14.8	8.6	8.8	8.1	7.3
NCU08339	161.3	166	218.6	211.1	150.9	196.8
NCU08340	1152.9	1163.8	1546.2	1513	1249.7	1456.4
NCU08341	20.2	21	25.8	21.2	24.2	34.6
NCU08342	30.7	30.4	27.8	24	44.4	27.5
NCU08343	52.9	60.2	50.9	78.6	79.6	81.5
NCU08344	1875.9	1893.8	2105.2	1958.2	1604.1	1741.4
NCU08345	70.3	62.2	94.7	81.3	147.1	104.3
NCU08346	19.5	18.4	14	18.4	18.9	15.4
NCU08347	4	3.2	2.6	1.8	3.3	2.4
NCU08348	19	18.5	13.8	16.2	17.1	16.5
NCU08349	0.4	0.2	0	0.2	0.1	0.3
NCU08350	7.1	7.3	8.1	8.9	4.2	3.6
NCU08351	155.6	169.2	986.5	887.6	829.3	566
NCU08352	153.7	147.3	147.4	138.8	104.9	130.1
NCU08353	10.1	10.2	11.2	9.2	16.2	10.7
NCU08354	21.8	23.5	20.4	23.7	19.8	25.1
NCU08355	33.2	28.2	9.6	7.7	9.1	3.2
NCU08356	19.1	17.9	20.4	22.7	33.5	19.7
NCU08357	36.9	38	39.3	42.2	48.5	40.8
NCU08358	50.7	51.1	34.1	25	111.9	69.4
NCU08359	66.1	55.1	59.7	51.9	49.9	27.9
NCU08360	17.7	21.1	14.5	18.1	16	11
NCU08361	0	0.7	0.3	0	0.4	0.4
NCU08362	84.1	86.9	97.1	109.5	90.2	83.2
NCU08363	68.4	73.5	85	76	52.9	62.8
NCU08364	10.6	10.6	9.1	10.4	9.4	13.8
NCU08365	10.7	10	10.9	10.7	11.1	12.4
NCU08366	7.2	6.7	42.5	46.8	24.8	32.4
NCU08367	1.7	2.2	8.9	10.1	6.8	6.1
NCU08368	6.2	6.9	6.5	6	7	3.4
NCU08369	91.9	87.6	65.2	62.9	89	54
NCU08370	26.1	25.3	18.4	19.4	23.8	15.9
NCU08371	1.5	1.2	3.8	4.5	3.1	4.8
NCU08372	0.8	1.3	1.5	1.6	2.3	3.4
NCU08373	10.1	11	16	13.8	19.4	15.3
NCU08374	45.7	35.5	36.7	32.9	37.4	28.9
NCU08375	41	32.9	23.1	30.9	31.6	26.2
NCU08376	5.3	6.3	4.9	7.1	6	4.1
NCU08377	16.6	16.2	18.8	19.6	24	18
NCU08378	34.5	31.3	24.6	50.7	24	32.7
NCU08379	165.4	171.5	246.6	206.8	155.6	183.4
NCU08380	70.1	73.7	122.5	122	143.9	142.1
NCU08382	17.2	16.6	13.2	15.4	18.9	9.1
NCU08383	0	0.1	0	0.2	0	0
NCU08384	21.6	18.3	87.8	75.5	45.8	30.3
NCU08385	68.8	73.5	64	55	90.4	61.2
NCU08386	1.4	3.2	2.1	1.7	2	2.1
NCU08387	0.3	0.4	0	0	0	0
NCU08388	19	21.3	30.3	26.4	30	25.7
NCU08389	2896.8	2969.1	2586.1	2347.7	2305	2960.6
NCU08390	184.8	189	179.1	245.6	1410.2	641.6
NCU08391	18	18.3	15.2	20.1	27.1	15.3
NCU08393	0.6	0.1	0.1	0	0	0
NCU08395	21.6	26.4	29.1	24.6	33.2	24.3
NCU08396	36.5	35.7	35.2	40	22	45.6
NCU08397	80.7	85.5	230.2	224.2	375.6	108.3
NCU08398	0.2	0	0.7	0	0.7	0.3
NCU08399	0.3	0.4	0.2	0.2	0.2	0.2
NCU08402	9.2	13.4	4.6	5.8	3	14.7
NCU08403	3.6	4.9	4.8	3.7	5.9	3.3
NCU08404	0.2	0.2	0.3	0.6	0.3	0.2
NCU08405	0.3	0.2	0	0	0.3	0
NCU08406	0.6	0.2	0	0	0	0.3
NCU08407	21.2	23	10.3	8.3	5.9	4.4
NCU08408	14.8	15.2	19.3	22.5	16.4	21.3
NCU08409	253.6	256.2	238.4	244.9	999.6	397.5
NCU08410	24.4	25.8	49.1	53.1	32.8	46.1
NCU08411	666.2	670	651.5	582.5	1322.6	892.1
NCU08412	2.1	0.6	0.6	0.8	0.2	1
NCU08413	1.1	1.3	1.7	6.2	4.5	121.7
NCU08414	0.3	0.4	0.2	0.1	0.3	0.2
NCU08415	0.8	0	0	0	0	0
NCU08416	25.5	17.1	11.1	11.9	9.9	21.4
NCU08417	10	10.7	12.2	13.2	16	16.7
NCU08418	37.5	32.4	45.6	49.5	28.3	51.7
NCU08420	9.2	8.7	7.6	8.5	8	7.2
NCU08421	12.2	12	22.8	17.6	16.2	19.5
NCU08423	38.5	36.6	49.3	50	58	47.2
NCU08425	5.8	7.5	2.3	3.3	14.3	4.7
NCU08427	31.6	34.9	43.3	34	28.7	31
NCU08428	0.2	0	0	0	0	0
NCU08429	0	0.2	20.5	23.6	14.7	18.5
NCU08431	0.3	0.7	0.5	0.7	0	0.6
NCU08432	0	0.5	0	0.4	0.8	0.4
NCU08433	4	3.8	51.5	47.8	25.8	25.1
NCU08434	208.9	224.6	423.1	423.2	276.6	265.1
NCU08435	5.1	5.1	3	2.1	2.5	1
NCU08436	21.7	22.7	19.3	18.3	13.6	17.3
NCU08437	0.8	0	0	0.7	1.5	0
NCU08438	0	0.7	0	0	0	1
NCU08439	2.4	1.9	2.5	3.7	1.5	17.9
NCU08440	3.7	6.5	6.3	6.4	3.6	10.5
NCU08441	1.6	2.3	1.7	1.2	1.6	7.9
NCU08442	0.7	0.5	0	0.6	0	0
NCU08443	0.3	0.4	0.3	0.3	0.1	0.1
NCU08445	34	35.9	24.7	25.6	14.6	16.7
NCU08447	1.5	2.3	22.1	28.2	17.4	13.1
NCU08448	9	8.8	14	16	8.5	15.7
NCU08449	11.9	13.2	18	28.2	18.1	19.2
NCU08452	7.9	8.8	12.2	11.2	17.9	12.6
NCU08453	0.6	0.4	0.3	0	0	0
NCU08454	7.4	4.1	5.9	4.1	3.4	3.7
NCU08455	15.1	8.7	0.5	0.5	3.7	0
NCU08456	2.9	3.5	3.7	4.1	2.5	4.4
NCU08457	13.5	12.8	875.5	857.3	636.7	875.7
NCU08463	1	0.4	0	0	0	0.5
NCU08468	16.3	17	24.4	25.1	32	23.8
NCU08469	0	0.2	0.6	1.1	0.4	0.7
NCU08470	0	0	0	0	0.5	0
NCU08471	474.2	464.9	666.4	632	751.5	683.6
NCU08472	0	0.4	0	0	0	0.2
NCU08473	1.3	1.9	0.1	0.1	0.3	0.1
NCU08475	31.8	32.2	21	21.8	29.9	14.9
NCU08476	6.9	6.7	7.1	9	5.5	9.7
NCU08477	489.2	522.4	758.5	675.9	685	670.9
NCU08478	2	2.1	2.6	0.8	2.6	1.6
NCU08480	23.4	28.1	28.9	37.1	37.6	38.4
NCU08484	10.4	11.4	13.1	11.5	13.6	14.3
NCU08485	30.4	32.3	17.9	13.2	22.4	11.9
NCU08487	26	25	8.1	7.1	9.1	4.5
NCU08489	0.7	0.1	0.8	0	0.7	0.4
NCU08490	1.2	1.2	2.8	2.9	1.8	4.8
NCU08491	72.1	10.9	1.9	0.9	2.1	1.1
NCU08492	0	0	0	0	0.6	0
NCU08494	0.5	0	0	0.5	0	1.1
NCU08495	32.7	32.1	1.6	0.8	0.6	0.3
NCU08496	0.5	0.3	0.1	0.1	0.1	0.1
NCU08497	0	0.2	0	0	0	0
NCU08499	51.7	49	60.9	62.4	63.2	41.4
NCU08500	1744.2	1843.3	1743.5	1441.8	1679	1599.7
NCU08501	48.6	48.7	47.8	50.8	61.6	42
NCU08502	2567.4	2450.8	2586.4	2135	2616.5	2187.4
NCU08503	21.2	21.8	24.6	19	24.1	21.3
NCU08504	8	7.5	8.8	6.4	8.7	7.2
NCU08505	93.8	106.9	83.9	89.2	103.1	80
NCU08506	4.6	3.6	5.7	2.9	2	5.7
NCU08507	43.3	50.2	38.6	33.8	54.5	46.2
NCU08508	0	0.4	0.9	0	0	0
NCU08509	4.6	3.8	5.8	4.2	4.1	4.2
NCU08510	5.7	5	5.1	3.1	4.5	2.9
NCU08511	12.5	13.7	10.5	15.6	18.8	15.2
NCU08512	19.4	18.3	15.1	18.8	21.6	20.3
NCU08513	1.5	1.1	0	0	0	0
NCU08514	16.8	15.8	20.3	16.2	24.9	19.9
NCU08515	348.2	351.9	319.8	317.6	275.9	245
NCU08516	2.3	1.9	2.5	2	0.9	1.2
NCU08517	6.2	6.1	8.2	7.7	14.6	9
NCU08518	25	25.3	18.8	14.4	28.8	21.2
NCU08521	0	0.1	0	0	0	0.2
NCU08522	0.3	0.1	0.2	0	0.3	0
NCU08523	0.9	0.4	0.3	0.2	0.8	0
NCU08524	0.2	0.3	0.8	0.5	0.9	0.4
NCU08525	1.3	0.9	1.6	1.8	2.6	1.2
NCU08526	5.1	5.5	1.1	2.1	3.6	0.9
NCU08527	1.2	1.7	1.6	0.6	0.5	0.4
NCU08529	0	1.3	0	1	0.6	0
NCU08530	0	0.3	0	0.7	0	0.9
NCU08531	0.2	0.2	3.6	2.8	3.4	2.5
NCU08532	0.2	0.1	0	0.1	0	0
NCU08533	0	0	0	0	0	0
NCU08534	0.2	0.1	0	0	0	0.2
NCU08535	82.4	82.6	105.9	86.1	60.2	31.4
NCU08537	1.2	1.5	0.5	0.4	0.5	0.2
NCU08538	0.2	0.4	0	0.2	0	0
NCU08539	0	0.3	0.2	0	0.2	0.2
NCU08541	146.7	130	29.2	23.4	39.8	6.9
NCU08542	0	0.2	0	0	0.2	0
NCU08543	0	0.1	0.1	0	0	0
NCU08544	0	0.1	0	0	0	0.3
NCU08545	1.1	0.7	0.2	0.2	0.2	0
NCU08546	1	0.8	0.3	0	0	0.7
NCU08547	0.2	0.7	0	0	0	0.2
NCU08548	0.6	0.5	0.9	0.6	0.3	0.3
NCU08549	8.5	14.2	2.4	3.7	2.2	1.4
NCU08550	248	236.8	349.7	312.7	229	290.6
NCU08551	17.3	17.6	20.8	19.8	26.1	16.6
NCU08552	114.9	89.1	140.8	121.8	102.4	100.7
NCU08553	106.3	100.8	88.2	91.8	101.2	89.9
NCU08554	118.7	112.6	163.5	160.4	173.1	120.1
NCU08555	0.5	0.4	0.2	0.2	0.4	0.2
NCU08556	6.5	5.3	4.5	3.2	10.9	2.5
NCU08557	4.2	2.8	3	8.7	5.7	4.4
NCU08558	0.1	0.3	0.4	0	0	0.1
NCU08559	2.3	2.2	2.8	1.7	6	2.4
NCU08560	16.3	18.7	46.3	53.4	36.2	55.5
NCU08561	5.8	6	11.5	13	11.6	17.8
NCU08563	15.7	16.6	21.1	21.4	23.9	33.3
NCU08564	0.4	0.2	0	0.3	0.4	0
NCU08565	26.1	25.5	36	35.7	39.9	32.1
NCU08566	19.3	21.1	21.8	22.7	28.8	26.4
NCU08568	50.2	44.6	48.4	48	44.8	27.9
NCU08569	0.2	0.1	0	0	0	0
NCU08570	0	0.4	0	0	0	0.3
NCU08571	0	0.2	0	0	0	0
NCU08572	0.3	0	0	0	0	0.3
NCU08573	0.7	0	0	1.2	0.7	0
NCU08574	0.4	0	0	0	0	0.5
NCU08575	0	0	0	0	0	0
NCU08576	0	0	0	0	0	0
NCU08578	171.2	173.5	187.7	198.8	224.1	234.1
NCU08579	26.9	29.8	14.8	16.7	24	23.1
NCU08585	0	0.6	0	0	0	0
NCU08594	9.4	6.7	5.5	3.7	6.3	6.5
NCU08595	36.1	30.7	22.2	31.2	27.5	43.6
NCU08597	9.2	8.6	9	9.5	9.7	9.7
NCU08598	2.4	2.5	1.9	2.1	1.9	1.5
NCU08599	10.6	11.7	15.3	14.8	18.1	14.9
NCU08600	4.7	6.7	9.2	7.7	11.6	6.5
NCU08601	1.9	2.8	0.7	1.3	0.4	1
NCU08602	101.9	127	135.2	127.4	135.7	107
NCU08603	7.3	8.5	0.9	0.4	0.7	0.5
NCU08604	24.5	22.4	25.1	21.5	34.4	26.8
NCU08605	205.4	192.5	196.4	210.4	183.3	150.7
NCU08606	52.9	54.6	117	133.7	165.2	140.8
NCU08607	59.8	64.9	57	64.8	32.6	70
NCU08608	0.3	0.3	0	0.1	0	0
NCU08609	27.6	25.6	35.3	28.5	14.1	30.7
NCU08610	26.5	25.4	14.1	20.9	21.3	20.5
NCU08611	16.5	15.7	12.7	10.3	11.8	9.4
NCU08612	0.2	0.1	0	0.1	0	0.2
NCU08613	0.6	0	0	0	0	0
NCU08614	0.5	0	0	0.4	0	0
NCU08615	0.1	0.2	0.7	0.6	1.1	0.9
NCU08616	25.2	24.7	24.5	20.4	25.3	31
NCU08617	2.7	1	0	0	0	0
NCU08618	22.7	31.7	47.4	45.7	40.5	38.8
NCU08619	0	0.2	0	0	1.5	0
NCU08620	2144.5	1828.7	2638.5	2121.2	1991.5	2135.4
NCU08621	151.9	131	168.8	160.8	116.5	143.5
NCU08622	0	0.5	0	0.5	1.2	0
NCU08623	0	0	0	0	0	0
NCU08624	0	0.2	0	0.2	0.2	0
NCU08625	4.1	3.6	2.3	2	2.6	1.8
NCU08626	0.6	0.5	0.4	2.3	0.9	0.2
NCU08627	2281.8	2191.9	1963.7	1742.1	1700.6	1813.4
NCU08628	2.4	1.9	3.2	2	2.9	1.6
NCU08629	0.2	0.5	0	0	0.2	0
NCU08630	0.9	0.8	0.6	0.8	1.8	0
NCU08631	0	0.5	0	0.6	0	0
NCU08632	7	7.3	7.8	5.9	8.2	5.6
NCU08633	20.9	19.5	18.7	18.5	21.7	20.6
NCU08634	0	0.5	4.5	4.3	18.3	11.5
NCU08635	0	0.7	0	0	0	0
NCU08636	0	0	0	0.7	0	2.6
NCU08637	8.2	8.5	6.9	8.7	10	8.5
NCU08638	5.5	4.2	1.7	4.3	2.8	4.4
NCU08639	1	0.5	0	0	0.5	0.5
NCU08640	0	0	0	0	0	0.3
NCU08641	28.1	29	11.8	15.5	21.4	20.7
NCU08642	8.6	8.9	7.9	8.9	11.1	5.9
NCU08643	4.7	4.1	5.5	6.4	5.2	6.4
NCU08644	0.6	0.2	0.5	1	0	0
NCU08645	0	0.4	0	0	0	0
NCU08646	0	0.5	0	0	0	0
NCU08648	16.8	15.7	61.7	64.2	32.2	68.8
NCU08649	0	0.1	0	0	0.4	0
NCU08650	3.9	3.9	3.5	3.3	4.6	2.6
NCU08651	9.6	8.2	11	11.8	16.7	11.8
NCU08652	14	15.8	22.3	21.4	32.1	20.7
NCU08654	0.3	0.2	0	0	0.3	0.3
NCU08655	11.3	10.8	5.1	9.7	2.4	6.6
NCU08656	0.3	0.5	0	0.3	0.6	0.3
NCU08657	0.8	0.3	0	0	0	0
NCU08658	0.2	0.2	0.1	0	0.1	0.2
NCU08660	6.7	7.1	9.8	5.2	11.3	5.1
NCU08661	6.7	9.3	9.8	8.4	8.1	9.2
NCU08662	0.2	0.2	0.4	0	0.2	0.3
NCU08663	41.6	38.9	32	26.3	41	36.7
NCU08664	15.3	17.2	15.3	13	12.7	7.3
NCU08666	63.6	62.5	57.2	41.3	105.8	35
NCU08667	0	0.1	0.2	0	0.5	0.2
NCU08668	12.5	18.8	20	11.2	25.4	10.3
NCU08669	208.5	208.5	123.6	114	116.9	52.4
NCU08670	0	0.3	0	0.2	0.2	0.5
NCU08671	31.4	34.4	40.8	43	33	37.8
NCU08672	0	0.3	0	0	0	0
NCU08674	26.1	26.9	14.7	16.9	19.9	36.2
NCU08676	167.5	170.7	168.6	156.8	144.5	101.3
NCU08677	479.1	491.2	180.9	183.1	184.5	83.8
NCU08678	63.8	59.2	65.7	50	56.9	34
NCU08679	0	0.6	0	0	0	0
NCU08680	0	0.2	0	0	0.6	0.7
NCU08681	81.3	78.5	117.9	123.4	71.8	135
NCU08682	15.1	12.4	15.1	11.5	14.1	11
NCU08683	79.2	66.2	58.1	57	62.2	62.8
NCU08685	112	114.1	110.7	88	200.6	121.1
NCU08686	3.1	3.9	5.1	3	4.8	1.6
NCU08687	21.1	19.6	24.1	19.6	34.9	15.9
NCU08688	5.7	5.1	4	2.9	7.9	4.5
NCU08689	6.4	6.1	4.4	3.8	6.3	2.4
NCU08691	0	0.7	0.3	0.3	0	0.6
NCU08692	4.6	3.6	3	2.7	3.3	3
NCU08693	534.3	510.3	536.9	456.6	496.4	806.6
NCU08694	17.4	19.9	16.9	18.9	19	14.9
NCU08695	77.2	65.5	49	85.8	39.5	73.4
NCU08696	0.6	0.3	0.6	0.3	0.3	0.1
NCU08697	0.2	0.2	0	0	0.1	0
NCU08699	3	0.8	2.3	6.4	2.9	2.4
NCU08700	5.7	5.7	5.6	6.8	5.1	4.8
NCU08701	1	0.8	0.2	0.3	0.2	0.1
NCU08702	0.2	0.2	0.4	0.4	0	0
NCU08703	3.1	2.3	2.8	1.9	1.8	2.3
NCU08705	14.3	13.8	2.7	2.8	5.3	2.2
NCU08706	5.6	4.5	5	5.3	5.4	7.2
NCU08707	58.2	63.3	61	66.5	87.4	49.7
NCU08708	13	13.6	15.8	20.9	21.2	17.9
NCU08709	16.4	14.6	20.7	23.5	28.2	17.9
NCU08711	0	0.2	1.1	0	0.6	0
NCU08712	2.6	2.5	0.9	1.3	2.2	0.9
NCU08713	20.4	22.8	27.1	20.9	39.4	14.4
NCU08715	5.6	6.3	4	3.8	2.1	3.3
NCU08716	0	0.1	0.3	0.2	0	0.2
NCU08717	0	0.3	0.3	0	0	0.2
NCU08718	1.2	1.6	5.2	5	1.8	7.6
NCU08719	4.9	4.8	3.4	5.9	4.3	4.3
NCU08720	104.4	122.9	237.8	320.7	153.3	570.5
NCU08721	1.3	1.1	0.5	0.3	0.1	0
NCU08722	0	0.2	0	0	0	0
NCU08723	0	0	0	0	0.9	0
NCU08724	0	0.1	0	0.3	0.4	0
NCU08726	31.7	34.9	25.3	23.3	34.2	16.8
