ORF	WT	Opt
NCU04783	84.9	107.5
NCU04784	96.8	81.4
NCU04785	2.4	4.4
NCU04786	5.6	8
NCU04787	18.1	17.9
NCU04788	17.7	21.9
NCU04789	21.7	11.7
NCU04790	272.2	168.8
NCU04791	81.5	102.8
NCU04794	26.1	53.3
NCU04795	12.2	17.6
NCU04796	68.6	66
NCU04797	30.3	19.1
NCU04798	2.5	4.6
NCU04799	397.3	408.7
NCU04800	18.6	14.6
NCU04801	134.9	123
NCU04802	65.7	71
NCU04803	61	51.2
NCU04804	0	0
NCU04805	2.8	4
NCU04806	66.8	76.9
NCU04807	36.5	37.4
NCU04808	6.1	8.9
NCU04809	36.2	36.6
NCU04810	12.6	19.6
NCU04811	12.2	28.5
NCU04812	0	0.9
NCU04813	21.1	14.5
NCU04814	46.6	30.9
NCU04815	126.1	137.4
NCU04816	2.3	2.9
NCU04817	52.4	49.9
NCU04818	0	1
NCU04819	0	0
NCU04821	0	0
NCU04822	0	0
NCU04823	26.9	7.3
NCU04824	6.8	6.7
NCU04825	0.6	3.2
NCU04826	168.4	186.9
NCU04827	5.3	4.2
NCU04830	56.9	37.8
NCU04832	39.3	30
NCU04834	7	4.8
NCU04835	9.7	8.4
NCU04837	157.3	104.6
NCU04838	10.8	7.6
NCU04840	13.2	14.3
NCU04841	42.5	43.2
NCU04843	124.9	403.7
NCU04844	7.5	4.8
NCU04845	8.3	22.4
NCU04847	39.7	96.7
NCU04848	11.4	24.4
NCU04850	0.3	18.3
NCU04851	2.8	2.5
NCU04852	0	0.1
NCU04853	0	0.3
NCU04854	0	0
NCU04855	22.8	29.3
NCU04856	1308.9	611.8
NCU04857	46.3	46.3
NCU04859	8.7	8.7
NCU04860	3.9	9.2
NCU04861	1.1	2.5
NCU04862	6.2	43.7
NCU04865	1.7	30.7
NCU04866	2.4	13
NCU04867	0	0
NCU04869	0	0
NCU04870	0	0
NCU04871	0.1	0.1
NCU04872	28.3	168.2
NCU04873	0	1.3
NCU04874	0.3	0.8
NCU04875	0	0
NCU04876	0	0
NCU04877	0.1	0.3
NCU04879	0.4	0.5
NCU04880	2.9	6
NCU04881	1.5	0.5
NCU04882	0	0.3
NCU04883	0.2	0
NCU04884	6.8	16.2
NCU04885	10.7	19.2
NCU04886	1.1	2
NCU04887	36.3	21.3
NCU04888	0.3	0.2
NCU04889	0	0.1
NCU04890	0.2	0
NCU04891	0	0
NCU04892	0	1.1
NCU04893	0	0
NCU04894	0	0
NCU04896	0	0
NCU04897	0	0
NCU04898	122.3	98.9
NCU04899	1574.8	1009.1
NCU04900	0	0
NCU04901	0	0
NCU04902	1.1	0.7
NCU04903	0	0.1
NCU04904	71.5	47
NCU04905	75.6	151.3
NCU04906	20.8	16
NCU04907	258.3	273.3
NCU04908	39.1	19
NCU04909	177.4	122.5
NCU04910	332.3	267
NCU04911	0	0
NCU04912	0.9	0.3
NCU04913	2.8	1.1
NCU04914	4.6	7.1
NCU04915	0	0
NCU04916	0	0
NCU04917	0.4	0.8
NCU04918	0	0
NCU04919	0	0
NCU04920	0.1	0
NCU04921	26.3	41.9
NCU04922	0	0
NCU04923	626.7	711
NCU04924	227.3	468.1
NCU04925	0.3	0
NCU04926	0	0
NCU04927	12.3	8.1
NCU04928	9.9	17
NCU04930	400.5	591.9
NCU04931	83.9	54
NCU04932	63.1	48
NCU04933	0	0
NCU04934	0	0
NCU04935	0	0
NCU04936	4.9	72.1
NCU04937	0	0
NCU04938	0.1	0.1
NCU04939	0	0
NCU04940	30.7	17
NCU04941	0.1	0.4
NCU04942	3.4	94
NCU04943	16.1	28.3
NCU04944	20.6	18
NCU04945	61.9	48.8
NCU04946	300.2	198.6
NCU04947	2.2	0.5
NCU04948	1.9	0.1
NCU04949	5.8	8.6
NCU04950	1.2	3.3
NCU04951	4.1	14.8
NCU04952	0	0
NCU04953	0	0
NCU04954	12.4	14.6
NCU04955	0	0.7
NCU04959	0.1	0.9
NCU04960	0	0
NCU04961	0	0
NCU04962	0	0
NCU04963	17.5	26.1
NCU04974	0	0
NCU04983	78	151.6
NCU04984	2.6	1.6
NCU04986	9.7	11.6
NCU04987	339.8	15.5
NCU04988	0.3	0.7
NCU04990	62.7	33.8
NCU04991	1.2	0.8
NCU04992	0	0.6
NCU04994	1.3	2.5
NCU04996	246	654.2
NCU04997	1.9	6.7
NCU04998	0.1	3.6
NCU05000	0	0.2
NCU05001	1.1	3
NCU05004	0.2	0.1
NCU05005	10	2.8
NCU05006	0.7	3.5
NCU05007	47	62
NCU05008	334.2	391
NCU05009	198.2	204.6
NCU05010	15.3	16.2
NCU05011	0	0
NCU05012	0	0
NCU05013	11.1	30.1
NCU05014	7.2	10
NCU05015	0.1	0.9
NCU05016	0	0.9
NCU05017	0.6	0.8
NCU05018	0.4	0.2
NCU05019	0	0
NCU05020	0.2	0.2
NCU05022	0	0
NCU05023	249.9	151
NCU05024	0.2	0.7
NCU05025	1.7	2.3
NCU05027	65	65.4
NCU05028	22.2	30.6
NCU05029	17.3	14
NCU05030	0	0
NCU05031	0	0
NCU05032	1789.9	1250.9
NCU05033	19	29.2
NCU05034	0	0
NCU05035	0	0
NCU05036	0.1	0
NCU05037	0.3	1
NCU05038	1.6	1.4
NCU05039	0	0.1
NCU05040	4.7	2.6
NCU05041	332.3	157
NCU05042	0.2	0.6
NCU05043	0	0
NCU05044	2.6	3.4
NCU05045	3.2	10
NCU05046	55.6	422.1
NCU05047	0	0.1
NCU05048	0	0
NCU05049	0.3	1.5
NCU05050	9.9	22.9
NCU05051	1	1.7
NCU05052	0	0
NCU05053	10.6	11.9
NCU05054	0.1	0.1
NCU05055	0	0
NCU05056	0	0.2
NCU05057	0	0.1
NCU05058	0	0.5
NCU05059	0	1
NCU05060	0.9	0.1
NCU05061	5.6	37.2
NCU05062	10.8	8.2
NCU05063	0.1	6.2
NCU05064	45.5	48.5
NCU05066	37.6	22.2
NCU05067	13.8	22.6
NCU05068	12.6	5.8
NCU05069	18.2	8.6
NCU05070	2.1	12.3
NCU05071	0	0.3
NCU05073	0	0.3
NCU05074	5.3	5.3
NCU05075	102.9	50.1
NCU05076	39.8	40.2
NCU05077	72.9	129.4
NCU05078	3.9	6.2
NCU05079	63.5	321.2
NCU05080	11.4	7.7
NCU05081	0.5	0
NCU05082	0	0
NCU05083	3.1	7.4
NCU05084	3.7	0
NCU05085	0	0
NCU05086	0	0.2
NCU05089	16.9	27.1
NCU05091	0.1	0
NCU05092	0	0
NCU05093	0	0
NCU05094	0.6	0.8
NCU05095	373.2	240
NCU05096	0	0
NCU05097	0.6	0
NCU05098	0.1	0
NCU05099	0	0.2
NCU05100	0	0
NCU05101	0	0
NCU05102	0.9	0.2
NCU05104	0	0.8
NCU05105	3	16.9
NCU05106	0	0
NCU05107	0.3	0
NCU05108	0	0
NCU05110	0	0
NCU05111	0.4	0.5
NCU05112	0	0
NCU05113	0.2	0
NCU05114	0.4	3.5
NCU05115	1.3	0.5
NCU05116	36.6	75
NCU05117	18.8	19.8
NCU05118	212.2	256.2
NCU05119	16.4	22.1
NCU05120	120	85.6
NCU05121	0	0.2
NCU05122	0	0
NCU05123	8.3	5.4
NCU05126	295.2	26.4
NCU05127	7.1	7.8
NCU05128	0	0
NCU05129	105	114.1
NCU05130	14	9.8
NCU05131	17.8	7.6
NCU05132	141.5	63.8
NCU05133	887.3	405.3
NCU05134	32.3	3.2
NCU05135	12.8	5.6
NCU05136	468.1	222.4
NCU05137	1389.5	169.9
NCU05138	0.7	1.1
NCU05141	120.7	58
NCU05142	0.9	0
NCU05143	4.9	0.8
NCU05145	10.2	10
NCU05146	0.1	0.1
NCU05147	1	0
NCU05148	38.3	7.2
NCU05149	24.8	11.7
NCU05150	0	0
NCU05151	29.6	8.9
NCU05152	0	0.2
NCU05153	9.4	21
NCU05154	3.5	1.7
NCU05155	0.3	0
NCU05156	0.4	4
NCU05157	29.2	6.4
NCU05158	0	0
NCU05159	0	0.2
NCU05160	157.5	217.5
NCU05161	14.1	6.3
NCU05162	5	4.7
NCU05163	1.7	37.3
NCU05164	140	72.8
NCU05165	74	132.8
NCU05166	0.2	0
NCU05168	144.9	158.8
NCU05169	1.2	0.2
NCU05170	4.7	10.4
NCU05171	0	2
NCU05172	0.3	0.1
NCU05173	0.1	0.1
NCU05175	0.1	0.1
NCU05176	1.9	1
NCU05177	0	0
NCU05178	0	0
NCU05179	0	0
NCU05180	7.1	12.2
NCU05182	26.1	22
NCU05183	0.6	2.5
NCU05184	0	0
NCU05185	12.9	8.4
NCU05186	0.2	0
NCU05187	0	0.1
NCU05188	60.9	32
NCU05189	1.7	5.5
NCU05190	0	0
NCU05191	0	0.6
NCU05192	0	0
NCU05193	0.2	0
NCU05194	33.2	25.4
NCU05195	15.8	17.6
NCU05196	46.7	44.8
NCU05197	0	1.4
NCU05198	12.3	12.7
NCU05199	12.3	13.3
NCU05200	50.2	46.7
NCU05201	0	0.1
NCU05202	16.6	26.4
NCU05203	4.7	7.3
NCU05204	113.4	95
NCU05206	21.1	17.3
NCU05207	0	0
NCU05208	2.4	3.3
NCU05209	0.5	0.8
NCU05210	9.4	10.1
NCU05211	7.7	8.3
NCU05212	0	0
NCU05213	15.6	15.8
NCU05214	23.8	32.3
NCU05216	0	0.1
NCU05217	6.6	11.4
NCU05218	11.9	19.1
NCU05219	46.2	38.4
NCU05220	308.5	304.2
NCU05221	196	137.4
NCU05222	28.7	19.2
NCU05224	34.4	43.2
NCU05225	69.4	27.9
NCU05226	77.1	31.2
NCU05227	318	547.2
NCU05228	34.3	57.6
NCU05229	0.2	0
NCU05230	9.1	29.2
NCU05231	68	91.3
NCU05232	30.9	38
NCU05233	42.6	52.3
NCU05234	150.1	190.4
NCU05235	66.2	66.4
NCU05236	0	2.4
NCU05237	52.2	139.6
NCU05238	271	237.3
NCU05239	20.3	20.6
NCU05240	24.1	36.1
NCU05242	28.1	20.2
NCU05243	6.4	12
NCU05244	2.8	6.2
NCU05245	29.3	43.5
NCU05246	10.9	11.7
NCU05248	49.2	87.2
NCU05250	7.9	7.2
NCU05251	38.8	17.6
NCU05252	100.2	98.3
NCU05253	8.2	5.6
NCU05254	28.3	20.4
NCU05255	11.2	13.9
NCU05256	0.2	1
NCU05257	54.2	56.7
NCU05259	1827.5	1571
NCU05260	29.4	53.3
NCU05261	87.1	95.6
NCU05262	28	37.8
NCU05263	6.6	16.3
NCU05264	67.5	87.5
NCU05265	14.6	11.4
NCU05266	76.8	81.6
NCU05267	22.5	23.2
NCU05268	1.2	0.1
NCU05269	678.3	455.8
NCU05270	182.8	230.3
NCU05271	11	5.1
NCU05272	12.4	24.8
NCU05273	16.1	12.4
NCU05274	1219.2	1754.8
NCU05275	620.7	420.6
NCU05276	73.5	105.6
NCU05277	5.6	5.3
NCU05278	267.1	214
NCU05279	94.1	128.8
NCU05280	8.6	7.7
NCU05281	12.7	10.9
NCU05282	7.1	6.3
NCU05284	0	0
NCU05285	96.8	100.9
NCU05286	17	24.4
NCU05287	52.8	43.6
NCU05288	635.2	627.7
NCU05289	100.6	78.7
NCU05290	180.1	162.6
NCU05291	64	195.6
NCU05292	117.1	80.5
NCU05293	33.3	30.1
NCU05294	7.8	7.2
NCU05295	304.8	328.7
NCU05296	21	14.5
NCU05298	68.8	172.1
NCU05299	223.7	219.8
NCU05300	2.7	1.6
NCU05301	109.5	79.5
NCU05302	18.1	15.1
NCU05303	15.2	13.8
NCU05304	328.7	353
NCU05305	149.7	142.5
NCU05306	21.5	63.6
NCU05307	4	5.3
NCU05308	11.8	8.5
NCU05309	85	144.9
NCU05311	38.6	64
NCU05312	13	29.9
NCU05313	99.2	211
NCU05314	21.5	32.3
NCU05315	12.8	66.2
NCU05316	1	0.8
NCU05317	2.1	1.2
NCU05318	8.3	21.4
NCU05319	1.9	1.5
NCU05320	0	0
NCU05321	0.3	0.1
NCU05338	1822.4	2398.5
NCU05340	8.2	11.4
NCU05341	3.7	7.9
NCU05342	124.2	181.3
NCU05343	68.4	53.7
NCU05345	64.1	46.9
NCU05346	0	0
NCU05347	94.3	106.8
NCU05349	0.2	0.5
NCU05350	0.1	0
NCU05351	1.6	9
NCU05354	1.2	14.4
NCU05356	0.5	1.5
NCU05358	0	0
NCU05360	59.4	41.7
NCU05363	184.9	172.9
NCU05364	63.8	56.8
NCU05368	14.7	0
NCU05370	0	0
NCU05373	8.8	14.1
NCU05375	55.9	47.1
NCU05376	0.2	1.6
NCU05377	7.2	5.3
NCU05378	0	0
NCU05379	0	0
NCU05381	0.3	0.4
NCU05382	0	0
NCU05383	4.4	3.9
NCU05384	3.5	3.9
NCU05385	0.7	0.4
NCU05386	11.9	15.2
NCU05387	82.3	232
NCU05388	0	0
NCU05389	6.1	3.3
NCU05390	961.9	622.7
NCU05391	42.2	32.7
NCU05392	13.7	13.5
NCU05393	3.3	1.3
NCU05394	0.6	1
NCU05395	129.4	337.4
NCU05400	98.9	63.2
NCU05401	0	1
NCU05404	33.3	123.1
NCU05410	134.2	145.8
NCU05411	3.7	2.6
NCU05414	0	1.1
NCU05417	3.6	1.8
NCU05418	65.4	62.2
NCU05419	42.2	50.2
NCU05420	259.5	177.7
NCU05421	15.6	10.8
NCU05422	27.1	33.3
NCU05423	7.4	6.8
NCU05425	277.3	202.6
NCU05426	43	71.1
NCU05427	27.7	24.7
NCU05429	582.6	293.4
NCU05430	4105.4	2532.2
NCU05433	3.1	6
NCU05435	11.8	11.9
NCU05437	0.2	0
NCU05448	0.2	0
NCU05452	50.3	57.6
NCU05453	18.1	15.9
NCU05454	345.1	221.4
NCU05457	536.9	574.9
NCU05458	3.4	2.6
NCU05459	21.7	21.6
NCU05460	2.2	1.9
NCU05462	0	0
NCU05463	0	0
NCU05466	0.1	0
NCU05467	0	0.2
NCU05469	0	0
NCU05470	0	0
NCU05472	0	0
NCU05477	1.4	2.3
NCU05479	0.1	0
NCU05480	0	0.2
NCU05481	0.4	0
NCU05483	0	0
NCU05485	66.3	73.6
NCU05488	1370.4	711.3
NCU05490	723	202.4
NCU05491	33.5	36.5
NCU05492	1.2	0.8
NCU05493	1.1	0.7
NCU05494	0	0
NCU05495	2721	3100.3
NCU05498	3174.3	5885.5
NCU05499	1.3	2.1
NCU05500	4	13.3
NCU05501	7.1	1.2
NCU05502	1.3	1.4
NCU05503	0	0
NCU05504	0	0
NCU05505	0	0
NCU05506	0	0
NCU05507	1.5	0.7
NCU05508	38.7	40.5
NCU05510	0	0
NCU05511	3.5	2.2
NCU05512	354.7	408.3
NCU05513	109.5	109.9
NCU05514	44.3	56.4
NCU05515	33.8	51.5
NCU05516	36.6	38.9
NCU05517	70.3	105.1
NCU05518	5.8	8.2
NCU05519	0.1	0.2
NCU05520	0	0
NCU05521	113.1	102.6
NCU05522	51.6	70.9
NCU05523	16.8	10.9
NCU05524	0.1	0.1
NCU05525	48.1	51.3
NCU05526	793	508.5
NCU05527	33.9	12.6
NCU05528	0	0
NCU05529	0	0.7
NCU05530	0	0.5
NCU05531	0	0
NCU05532	0	0
NCU05534	1.8	2.7
NCU05535	22.6	43.9
NCU05536	7.4	5.8
NCU05537	4.6	5.5
NCU05538	0	0.2
NCU05539	8.9	12
NCU05540	4.8	5.6
NCU05541	8.7	13.9
NCU05542	96.6	51.8
NCU05543	6.7	10.1
NCU05544	49.5	71.9
NCU05545	7.1	11.7
NCU05546	0.1	0.3
NCU05547	10.1	31.2
NCU05548	304.7	151.1
NCU05550	6.4	15.6
NCU05551	58.5	76.2
NCU05552	87.3	93.4
NCU05553	27.7	39.7
NCU05554	2366.8	1084.1
NCU05555	0.9	3.4
NCU05556	0	0.5
NCU05557	0	0.1
NCU05558	18.9	32.9
NCU05559	20.3	21.9
NCU05560	8.4	6.9
NCU05561	1972.8	2090.8
NCU05563	0	0
NCU05564	9.9	8.9
NCU05565	7.6	7
NCU05566	0	0
NCU05567	0.5	12.6
NCU05568	0	0
NCU05569	6.4	7.7
NCU05570	0	0
NCU05571	0.2	0.2
NCU05572	0	0
NCU05574	1.1	2.2
NCU05575	32.1	21.5
NCU05576	0	0
NCU05577	27.6	17.3
NCU05578	26.7	31
NCU05579	12.1	8.5
NCU05580	0	0
NCU05581	2.1	3.1
NCU05582	29.3	26.2
NCU05583	1.4	1.3
NCU05584	0	0.2
NCU05585	0	0.2
NCU05586	11.2	12
NCU05587	5.7	4.5
NCU05588	18.2	13.6
NCU05589	38.5	35.6
NCU05591	41.5	23.5
NCU05592	57.1	69.7
NCU05593	47.9	33.1
NCU05594	122.7	210.3
NCU05595	0.2	0
NCU05596	0	0
NCU05597	1.9	1.4
NCU05598	120.5	11.4
NCU05599	1408	1468.3
NCU05600	10.8	10.9
NCU05601	44.9	49.4
NCU05602	14.6	20.4
NCU05603	0	0.4
NCU05604	0.1	0
NCU05605	20.7	40
NCU05606	141.2	117.7
NCU05607	24.5	23.7
NCU05608	52.4	37.2
NCU05609	1.8	40.3
NCU05611	0	0.2
NCU05612	0	0
NCU05613	0	0.2
NCU05614	0	0
NCU05615	0.1	0
NCU05616	0.9	2.6
NCU05617	4.3	2.8
NCU05618	0	6.8
NCU05619	0.5	4
NCU05620	61.1	51.4
NCU05621	0	0
NCU05622	30.4	19.4
NCU05623	87.1	97.5
NCU05624	4.2	8
NCU05625	1	0.6
NCU05626	0	0.2
NCU05627	25.9	69.9
NCU05628	0.9	5.1
NCU05629	16.9	78
NCU05630	0	0
NCU05631	0	0
NCU05632	2.8	1.5
NCU05633	119.8	153.1
NCU05634	14.1	10.2
NCU05635	6.8	6.4
NCU05637	4	3.3
NCU05638	42.8	22
NCU05639	2.9	1.2
NCU05640	5.2	3.4
NCU05641	2.6	7.7
NCU05642	99.4	99.9
NCU05643	0.1	0.2
NCU05644	25.4	19.6
NCU05645	37.3	49.9
NCU05646	25.3	51.3
NCU05647	0.2	0.2
NCU05648	1.5	9.8
NCU05649	0.6	0.3
NCU05650	66.6	66.3
NCU05651	0.3	0
NCU05652	14.4	1
NCU05653	3.8	5.3
NCU05655	0	0.1
NCU05656	0	0.3
NCU05657	0	0
NCU05658	0.7	0.5
NCU05659	0	0.3
NCU05660	0	0
NCU05661	0	0
NCU05662	0	0
NCU05663	18.3	9.7
NCU05664	27.3	31.9
NCU05666	0	0
NCU05667	1305.8	829.7
NCU05668	0.1	0
NCU05669	0.1	0
NCU05670	0	0
NCU05671	0	0
NCU05672	0	0
NCU05673	0	0
NCU05674	0	0.3
NCU05675	0	0.3
NCU05676	0	0
NCU05677	0.2	0
NCU05678	0	0
NCU05679	0	0.2
NCU05680	124.6	158.4
NCU05681	0.3	2.3
NCU05683	21.1	20.9
NCU05685	85.1	66.8
NCU05686	130.9	270
NCU05687	0	0
NCU05688	12.6	26.9
NCU05689	847.9	645.4
NCU05691	2.2	2
NCU05692	13.7	17.9
NCU05693	52.4	90.4
NCU05694	1.1	8.2
NCU05695	2.8	2.6
NCU05697	3.8	4.8
NCU05698	0	0
NCU05699	0.1	0.1
NCU05700	2	3.6
NCU05703	0	0
NCU05704	0	0.4
NCU05705	0	0
NCU05706	87.8	82.4
NCU05707	0	0
NCU05708	0.5	0.7
NCU05710	0	0
NCU05711	0.2	0
NCU05712	70.6	608.1
NCU05713	0	0
NCU05714	78.8	60.1
NCU05715	73.6	81.2
NCU05716	84.5	155.4
NCU05717	103.2	78.5
NCU05718	8.1	13.1
NCU05720	38.3	46.9
NCU05721	37.6	18.8
NCU05722	0.1	0
NCU05723	54.2	55.9
NCU05726	16.1	9
NCU05728	0	0
NCU05730	0	0.5
NCU05731	61.8	53
NCU05732	0.4	1.5
NCU05733	7	5.5
NCU05735	1.5	0.2
NCU05742	0	0.5
NCU05749	0.6	0
NCU05750	12.4	15.1
NCU05751	0	0
NCU05752	136.6	54.2
NCU05753	14.1	10.4
NCU05754	0	0.1
NCU05755	1.1	3.6
NCU05756	0.1	11.9
NCU05757	15.7	29.7
NCU05758	0.4	0
NCU05759	0	0
NCU05760	0	0
NCU05761	0	0
NCU05762	0	0.1
NCU05763	0	1
NCU05764	0.1	0
NCU05766	0.4	0.2
NCU05767	0.2	0.2
NCU05768	6.2	1.7
NCU05769	0.2	0.5
NCU05770	158.4	43.2
NCU05771	16	14.6
NCU05772	164.7	108.4
NCU05773	0.1	0.1
NCU05774	0	0.1
NCU05775	21.2	32.9
NCU05776	180.9	103.5
NCU05777	80.8	77.8
NCU05778	178.3	104.4
NCU05779	0.1	0
NCU05780	84.1	9.4
NCU05781	23.3	19.7
NCU05782	31.8	42.6
NCU05783	6	10.8
NCU05784	3.9	4.9
NCU05785	74.8	52
NCU05786	137.4	214.9
NCU05787	0	0.3
NCU05788	2.7	4.9
NCU05789	16.8	93.6
NCU05790	0.3	0.1
NCU05791	75.7	75.2
NCU05794	0	0
NCU05795	0	0
NCU05796	76.4	37.6
NCU05797	54.6	42.5
NCU05798	3.1	17.2
NCU05800	233.7	219.7
NCU05801	4.8	2.2
NCU05802	30.4	26.1
NCU05803	87.6	49.3
NCU05804	1435.1	1185.2
NCU05805	120.2	117.2
NCU05807	13.2	22.4
NCU05808	7.8	14.8
NCU05809	14.4	18.7
NCU05810	2126.7	827
NCU05811	0	0
NCU05812	0	0
NCU05813	76.3	66
NCU05814	4.2	24.7
NCU05816	1259.7	693.1
NCU05817	1.4	2.3
NCU05818	0.2	0.1
NCU05819	3.7	11.9
NCU05820	3.2	7
NCU05821	0.2	0
NCU05822	0.5	6.2
NCU05823	0	0.2
NCU05824	0	0
NCU05825	0	0.4
NCU05826	99.9	126.4
NCU05827	0	0
NCU05828	71.5	220.2
NCU05829	40.5	29.6
NCU05830	25.3	25.4
NCU05831	2.1	4.8
NCU05832	367.5	147.4
NCU05833	1.3	0.9
NCU05834	0.8	6.6
NCU05835	39.1	84.1
NCU05836	46.3	48.3
NCU05837	51.6	25.1
NCU05838	3.9	0.6
NCU05839	0	0
NCU05840	12.1	3.5
NCU05841	126	35.1
NCU05842	0.9	1.5
NCU05843	0	0.1
NCU05844	37	0.9
NCU05845	0	0
NCU05846	12.3	10.1
NCU05848	1.2	0.1
NCU05849	0.8	0.5
NCU05850	699.8	239.2
NCU05851	0.1	1.3
NCU05852	0	0
NCU05853	0.1	0
NCU05854	1.4	0.1
NCU05855	48.7	9.5
NCU05856	12.5	13
NCU05858	0	0.3
NCU05859	0.1	0.5
NCU05860	0	0
NCU05861	0.2	0
NCU05862	0	0.1
NCU05863	0.2	0.3
NCU05864	0.1	1.1
NCU05865	7.1	4.8
NCU05866	0	0.2
NCU05869	0	0
NCU05870	3.5	3.9
NCU05872	0	0
NCU05873	5.1	11
NCU05875	0	0
NCU05876	16	17
NCU05877	0	0.3
NCU05878	104.1	91
NCU05880	0	0.1
NCU05881	207.1	182.8
NCU05882	50.4	6.3
NCU05883	0.4	2.1
NCU05884	0	2
NCU05885	0.1	1.5
NCU05886	0.3	1.9
NCU05887	0.7	3.5
NCU05888	1.7	10.2
NCU05889	323.3	283.6
NCU05890	18.1	72.9
NCU05891	21.9	21.4
NCU05892	0	0.2
NCU05893	3.7	7.3
NCU05894	34.1	30.4
NCU05895	35.7	28.7
NCU05896	0	0
NCU05897	2.4	4.1
NCU05899	118.8	282.6
NCU05900	46.2	153.5
NCU05901	4	2.4
NCU05902	17.5	13.6
NCU05903	0.5	1.1
NCU05906	11.1	4.4
NCU05907	0	0
NCU05908	0.4	68.9
NCU05909	0	0.1
NCU05910	0	0
NCU05911	0	0
NCU05912	0	0
NCU05914	0.2	0
NCU05915	21.9	38.4
NCU05916	27.3	23.9
NCU05917	0.5	0.4
NCU05918	0.1	0
NCU05919	13.1	10.4
NCU05920	0.3	0
NCU05921	26	15.8
NCU05922	5.5	30.1
NCU05923	0	0
NCU05924	0	0
NCU05925	4.1	4.1
NCU05926	14.5	14.1
NCU05927	6.2	7.5
NCU05928	0	0.2
NCU05929	0.1	0.1
NCU05931	0	0
NCU05932	0	0.7
NCU05933	0.1	0.7
NCU05934	4.7	12.7
NCU05935	0	0
NCU05936	24.4	14.4
NCU05937	269.4	202.8
NCU05938	0	0.1
NCU05939	27.2	21.2
NCU05940	0.1	0
NCU05941	20.2	25.8
NCU05942	235.7	412.9
NCU05943	12.9	13.2
NCU05944	9.9	15.5
NCU05945	10.6	16.6
NCU05946	0.4	0
NCU05947	0	0
NCU05948	11.7	185.9
NCU05949	0.4	0
NCU05950	18	17.5
NCU05951	0.1	1.3
NCU05952	0	0
NCU05953	0.1	0.7
NCU05954	6.2	4.8
NCU05955	0.1	0
NCU05956	4.8	6.8
NCU05957	0.4	0.2
NCU05958	3.6	3.8
NCU05959	116.1	150.1
NCU05960	7.5	8.7
NCU05961	5.5	11.4
NCU05962	0	0
NCU05964	30.8	4
NCU05965	0.5	0.7
NCU05966	0.7	0.6
NCU05967	12.9	10.2
NCU05968	6.3	6.1
NCU05969	1	2.8
NCU05970	54.5	79
NCU05971	29.6	43.1
NCU05972	28.4	22.6
NCU05973	1.9	2.9
NCU05974	345.5	675.6
NCU05976	0	0
NCU05977	2.7	4.7
NCU05978	0.1	0.2
NCU05979	25.2	18.3
NCU05980	0	2.8
NCU05981	0	0
NCU05982	21.1	24.1
NCU05983	44.8	89.7
NCU05984	12.9	10.3
NCU05985	50.1	42.4
NCU05986	17.7	47.8
NCU05987	16.6	13.4
NCU05988	19.1	21.8
NCU05989	286.9	519
NCU05990	3.9	4.4
NCU05991	21	37.7
NCU05992	2.2	0.9
NCU05994	35.5	35.6
NCU05995	1282.7	1478.3
NCU05996	143.1	113.5
NCU05998	0	0
NCU05999	34.3	31.6
NCU06000	0	0.2
NCU06001	31.7	55.3
NCU06003	298.5	340.8
NCU06005	24.7	17.9
NCU06006	3.9	2.9
NCU06007	0.6	0.7
NCU06008	69.5	59.3
NCU06009	72.6	21.6
NCU06010	1.1	0.5
NCU06011	0.1	0
NCU06012	0.7	0.7
NCU06013	0.1	0.1
NCU06017	72.4	89.3
NCU06018	3.5	0.7
NCU06019	0.2	1.1
NCU06020	38.3	15.5
NCU06021	39.3	36
NCU06022	0	0
NCU06023	1.3	1
NCU06024	0.4	0.2
NCU06025	7.6	2.8
NCU06026	1	5.4
NCU06027	6.7	5.3
NCU06028	1.8	1.7
NCU06029	39.3	69.7
NCU06030	30.2	32.6
NCU06031	1195.5	557.6
NCU06032	22.6	27.9
NCU06033	43.4	23.8
NCU06034	26.8	143.6
NCU06035	1902.2	1765.6
NCU06037	2.4	1.5
NCU06038	68.8	38.6
NCU06039	50.6	46.8
NCU06040	0.1	0.7
NCU06041	0.5	2.5
NCU06042	103.6	299
NCU06043	66.3	103.2
NCU06045	0	0.2
NCU06046	0	0
NCU06047	1483.2	1093
NCU06048	227.2	227.4
NCU06049	9.7	6.2
NCU06050	5.9	14.1
NCU06051	7.1	22.4
NCU06052	80.9	103.1
NCU06054	91.1	96.3
NCU06055	2.6	20.4
NCU06056	19.2	13.9
NCU06057	11.1	17.7
NCU06058	0.7	0
NCU06059	16.4	22
NCU06060	1.2	0.2
NCU06061	24	6.9
NCU06062	5.6	4.2
NCU06063	0.8	1.2
NCU06064	0	0
NCU06065	13.1	9.7
NCU06066	46.6	50.4
NCU06067	43.5	46
NCU06068	3.4	2.2
NCU06069	16.3	4.6
NCU06070	0	0
NCU06071	0	0
NCU06072	0.1	0.1
NCU06073	12	15.8
NCU06074	0	0.1
NCU06075	2210.5	3266.4
NCU06076	184.9	421.8
NCU06077	2	1.1
NCU06078	0.1	0
NCU06079	0.2	1.2
NCU06080	4.4	8.1
NCU06081	70.7	114.5
NCU06082	0	0
NCU06083	4.6	71.5
NCU06084	14.1	33.2
NCU06085	5.7	6.9
NCU06086	290.3	234
NCU06088	24.4	13.7
NCU06089	17.7	13.2
NCU06090	55.4	65.7
NCU06091	93.9	107.3
NCU06094	0	0
